example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed
976,"{""choices"": ""[\""in the garden area\"", \""in the kitchen\"", \""on the roof\"", \""under the bed\""]"", ""correct_choice"": ""A"", ""question"": ""Where was the square bucket before I picked it up?"", ""video_id"": ""3_ego/ego_28""}",3_ego/ego_28,Where was the square bucket before I picked it up?,"[""in the garden area"", ""in the kitchen"", ""on the roof"", ""under the bed""]",ego,A,C,C,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.6680160015821457,False,True,0.6680160015821457,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,976,case1_high_confidence,25,1274,0.5860165593,30,2174,2026
690,"{""choices"": ""[\""Writing an email\"", \""Watching a movie\"", \""Playing a game\"", \""Shopping online\""]"", ""correct_choice"": ""D"", ""question"": ""What is the woman doing on the computer?"", ""video_id"": ""2_needle/needle_32""}",2_needle/needle_32,What is the woman doing on the computer?,"[""Writing an email"", ""Watching a movie"", ""Playing a game"", ""Shopping online""]",findNeedle,D,D,D,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.9777996623888612,False,True,0.9777996623888612,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,690,case1_high_confidence,26,1274,0.5860165593,30,2174,2026
1424,"{""choices"": ""[\""5\"", \""6\"", \""3\"", \""0\""]"", ""correct_choice"": ""A"", ""question"": ""In this video, how many times does the scene of the 'cleaning toilet' action appear in total?"", ""video_id"": ""4_count/count_71""}",4_count/count_71,"In this video, how many times does the scene of the 'cleaning toilet' action appear in total?","[""5"", ""6"", ""3"", ""0""]",count,A,C,C,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.5835618376731873,False,True,0.5835618376731873,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1424,case1_high_confidence,27,1274,0.5860165593,30,2174,2026
795,"{""choices"": ""[\""Spring season\"", \""Dry season\"", \""Winter season\"", \""Rainy season\""]"", ""correct_choice"": ""B"", ""question"": ""What season is depicted in the video segment where the forest fire is happening?"", ""video_id"": ""2_needle/needle_64""}",2_needle/needle_64,What season is depicted in the video segment where the forest fire is happening?,"[""Spring season"", ""Dry season"", ""Winter season"", ""Rainy season""]",findNeedle,B,B,B,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.5912850797176361,False,True,0.5912850797176361,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,795,case1_high_confidence,28,1274,0.5860165593,30,2174,2026
1136,"{""choices"": ""[\""blue book\"", \""red ball\"", \""green vase\"", \""white box\""]"", ""correct_choice"": ""D"", ""question"": ""What did I put in the cabinet?"", ""video_id"": ""3_ego/ego_63""}",3_ego/ego_63,What did I put in the cabinet?,"[""blue book"", ""red ball"", ""green vase"", ""white box""]",ego,D,D,D,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.8768316432833672,False,True,0.8768316432833672,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1136,case1_high_confidence,29,1274,0.5860165593,30,2174,2026
1402,"{""choices"": ""[\""3\"", \""0\"", \""4\"", \""2\""]"", ""correct_choice"": ""A"", ""question"": ""In this video, how many times does the scene of the 'abseiling' action appear in total?"", ""video_id"": ""4_count/count_5""}",4_count/count_5,"In this video, how many times does the scene of the 'abseiling' action appear in total?","[""3"", ""0"", ""4"", ""2""]",count,A,D,D,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.37791675329208374,True,True,0.37791675329208374,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1402,case2_low_confidence_agree,0,562,0.2585096596,30,2174,2026
1446,"{""choices"": ""[\""0\"", \""1\"", \""3\"", \""2\""]"", ""correct_choice"": ""B"", ""question"": ""In this video, how many times does the scene of the 'playing harp' action appear in total?"", ""video_id"": ""4_count/count_93""}",4_count/count_93,"In this video, how many times does the scene of the 'playing harp' action appear in total?","[""0"", ""1"", ""3"", ""2""]",count,B,B,B,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.39749592542648315,True,True,0.39749592542648315,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1446,case2_low_confidence_agree,1,562,0.2585096596,30,2174,2026
1846,"{""choices"": ""[\""Stealing\"", \""Shooting\"", \""RoadAccidents\"", \""Robbery\""]"", ""correct_choice"": ""D"", ""question"": ""Is there anything unusual in this surveillance video? If there is, what type of unusual activity is it?"", ""video_id"": ""6_anomaly_reco/surveil_40""}",6_anomaly_reco/surveil_40,"Is there anything unusual in this surveillance video? If there is, what type of unusual activity is it?","[""Stealing"", ""Shooting"", ""RoadAccidents"", ""Robbery""]",anomaly_reco,D,A,A,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.24394404888153076,True,True,0.24394404888153076,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1846,case2_low_confidence_agree,2,562,0.2585096596,30,2174,2026
331,"{""choices"": ""[\""Blue\"", \""Black\"", \""Green\"", \""Red\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the clothing of the person filling the water bottle inside the Buddha statue?"", ""video_id"": ""1_plotQA/movie101_40""}",1_plotQA/movie101_40,What color is the clothing of the person filling the water bottle inside the Buddha statue?,"[""Blue"", ""Black"", ""Green"", ""Red""]",plotQA,A,B,B,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.41545043885707855,True,True,0.41545043885707855,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,331,case2_low_confidence_agree,3,562,0.2585096596,30,2174,2026
1370,"{""choices"": ""[\""3\"", \""4\"", \""1\"", \""6\""]"", ""correct_choice"": ""B"", ""question"": ""In this video, how many times does the scene of the 'paragliding' action appear in total?"", ""video_id"": ""4_count/count_232""}",4_count/count_232,"In this video, how many times does the scene of the 'paragliding' action appear in total?","[""3"", ""4"", ""1"", ""6""]",count,B,A,A,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.15825608372688293,True,True,0.15825608372688293,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1370,case2_low_confidence_agree,4,562,0.2585096596,30,2174,2026
397,"{""choices"": ""[\""Cabinet\"", \""Water\"", \""Soil\"", \""Ice\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, what did the man in black dig the goods out of?"", ""video_id"": ""1_plotQA/movie101_69""}",1_plotQA/movie101_69,"In the video, what did the man in black dig the goods out of?","[""Cabinet"", ""Water"", ""Soil"", ""Ice""]",plotQA,D,D,D,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.4490567594766617,True,True,0.4490567594766617,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,397,case2_low_confidence_agree,5,562,0.2585096596,30,2174,2026
2100,"{""choices"": ""[\""Horror\"", \""Modern\"", \""War\"", \""Comedy\""]"", ""correct_choice"": ""B"", ""question"": ""What is the genre of the movie clip?"", ""video_id"": ""7_topic_reasoning/movie101_25""}",7_topic_reasoning/movie101_25,What is the genre of the movie clip?,"[""Horror"", ""Modern"", ""War"", ""Comedy""]",topic_reasoning,B,B,B,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.056904375553131104,True,True,0.056904375553131104,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,2100,case2_low_confidence_agree,6,562,0.2585096596,30,2174,2026
1265,"{""choices"": ""[\""3\"", \""2\"", \""0\"", \""5\""]"", ""correct_choice"": ""B"", ""question"": ""In this video, how many times does the scene of the 'stomping grapes' action appear in total?"", ""video_id"": ""4_count/count_116""}",4_count/count_116,"In this video, how many times does the scene of the 'stomping grapes' action appear in total?","[""3"", ""2"", ""0"", ""5""]",count,B,B,B,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.2780154049396515,True,True,0.2780154049396515,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1265,case2_low_confidence_agree,7,562,0.2585096596,30,2174,2026
1255,"{""choices"": ""[\""5\"", \""0\"", \""6\"", \""3\""]"", ""correct_choice"": ""A"", ""question"": ""Throughout this video, what is the total count of occurrences for the scene featuring the 'carving pumpkin' action"", ""video_id"": ""4_count/count_107""}",4_count/count_107,"Throughout this video, what is the total count of occurrences for the scene featuring the 'carving pumpkin' action","[""5"", ""0"", ""6"", ""3""]",count,A,D,D,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.15467360615730286,True,True,0.15467360615730286,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1255,case2_low_confidence_agree,8,562,0.2585096596,30,2174,2026
1624,"{""choices"": ""[\""jetskiing --> shredding paper --> milking cow --> baking cookies\"", \""milking cow --> jetskiing --> shredding paper --> baking cookies\"", \""milking cow --> jetskiing --> baking cookies --> shredding paper\"", \""baking cookies --> jetskiing --> milking cow --> shredding paper\""]"", ""correct_choice"": ""B"", ""question"": ""Which of the following options correctly matches the sequence of actions as they actually appear in the video?"", ""video_id"": ""5_order/order_320""}",5_order/order_320,Which of the following options correctly matches the sequence of actions as they actually appear in the video?,"[""jetskiing --> shredding paper --> milking cow --> baking cookies"", ""milking cow --> jetskiing --> shredding paper --> baking cookies"", ""milking cow --> jetskiing --> baking cookies --> shredding paper"", ""baking cookies --> jetskiing --> milking cow --> shredding paper""]",order,B,B,B,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.11355075240135193,True,True,0.11355075240135193,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1624,case2_low_confidence_agree,9,562,0.2585096596,30,2174,2026
685,"{""choices"": ""[\""Not specified\"", \""Female\"", \""Male\"", \""Both male and female\""]"", ""correct_choice"": ""B"", ""question"": ""What is the gender of the patient the young attractive hispanic medical doctor is discussing health issues with?"", ""video_id"": ""2_needle/needle_3""}",2_needle/needle_3,What is the gender of the patient the young attractive hispanic medical doctor is discussing health issues with?,"[""Not specified"", ""Female"", ""Male"", ""Both male and female""]",findNeedle,B,B,B,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.4575606882572174,True,True,0.4575606882572174,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,685,case2_low_confidence_agree,10,562,0.2585096596,30,2174,2026
1313,"{""choices"": ""[\""1\"", \""0\"", \""4\"", \""3\""]"", ""correct_choice"": ""C"", ""question"": ""Throughout this video, what is the total count of occurrences for the scene featuring the 'cooking sausages' action"", ""video_id"": ""4_count/count_166""}",4_count/count_166,"Throughout this video, what is the total count of occurrences for the scene featuring the 'cooking sausages' action","[""1"", ""0"", ""4"", ""3""]",count,C,A,A,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.0,True,True,0.0,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1313,case2_low_confidence_agree,11,562,0.2585096596,30,2174,2026
99,"{""choices"": ""[\""Black\"", \""Green\"", \""Red\"", \""White\""]"", ""correct_choice"": ""C"", ""question"": ""What color is the skirt worn by the old woman in the video?"", ""video_id"": ""1_plotQA/en_tv_36""}",1_plotQA/en_tv_36,What color is the skirt worn by the old woman in the video?,"[""Black"", ""Green"", ""Red"", ""White""]",plotQA,C,D,D,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.1340133249759674,True,True,0.1340133249759674,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,99,case2_low_confidence_agree,12,562,0.2585096596,30,2174,2026
1431,"{""choices"": ""[\""2\"", \""3\"", \""4\"", \""5\""]"", ""correct_choice"": ""D"", ""question"": ""In this video, how many instances are there of the 'abseiling' action scene in total?"", ""video_id"": ""4_count/count_8""}",4_count/count_8,"In this video, how many instances are there of the 'abseiling' action scene in total?","[""2"", ""3"", ""4"", ""5""]",count,D,A,A,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.2651585638523102,True,True,0.2651585638523102,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1431,case2_low_confidence_agree,13,562,0.2585096596,30,2174,2026
1413,"{""choices"": ""[\""4\"", \""5\"", \""3\"", \""1\""]"", ""correct_choice"": ""C"", ""question"": ""In this video, how many times does the scene of the 'abseiling' action appear in total?"", ""video_id"": ""4_count/count_6""}",4_count/count_6,"In this video, how many times does the scene of the 'abseiling' action appear in total?","[""4"", ""5"", ""3"", ""1""]",count,C,C,C,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.19663050770759583,True,True,0.19663050770759583,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1413,case2_low_confidence_agree,14,562,0.2585096596,30,2174,2026
1631,"{""choices"": ""[\""playing harp --> paragliding --> shredding paper --> jetskiing\"", \""jetskiing --> shredding paper --> playing harp --> paragliding\"", \""jetskiing --> paragliding --> playing harp --> shredding paper\"", \""jetskiing --> shredding paper --> paragliding --> playing harp\""]"", ""correct_choice"": ""C"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_327""}",5_order/order_327,Please identify the option that corresponds to the order of events as they occur in the video.,"[""playing harp --> paragliding --> shredding paper --> jetskiing"", ""jetskiing --> shredding paper --> playing harp --> paragliding"", ""jetskiing --> paragliding --> playing harp --> shredding paper"", ""jetskiing --> shredding paper --> paragliding --> playing harp""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.17056596279144287,True,True,0.17056596279144287,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1631,case2_low_confidence_agree,15,562,0.2585096596,30,2174,2026
1568,"{""choices"": ""[\""4->3->2->1\"", \""1->2->3->4\"", \""3->2->1->4\"", \""2->1->3->4\""]"", ""correct_choice"": ""B"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Two people are paddling down rapids on a river in canoes; (2)One of them stops at a bank where there is a person in a blue canoe; (3)People are seen in a group large red tube rapids ride; (4)They pass by a building and then fall into the water."", ""video_id"": ""5_order/order_26""}",5_order/order_26,Arrange the following events from the video in the correct chronological order: (1)Two people are paddling down rapids on a river in canoes; (2)One of them stops at a bank where there is a person in a blue canoe; (3)People are seen in a group large red tube rapids ride; (4)They pass by a building and then fall into the water.,"[""4->3->2->1"", ""1->2->3->4"", ""3->2->1->4"", ""2->1->3->4""]",order,B,B,B,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.1147041916847229,True,True,0.1147041916847229,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1568,case2_low_confidence_agree,16,562,0.2585096596,30,2174,2026
400,"{""choices"": ""[\""Green\"", \""Yellow\"", \""Red\"", \""White\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the cover of the books on the bookshelf at the end of the video?"", ""video_id"": ""1_plotQA/movie101_7""}",1_plotQA/movie101_7,What color is the cover of the books on the bookshelf at the end of the video?,"[""Green"", ""Yellow"", ""Red"", ""White""]",plotQA,D,D,D,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.2889709174633026,True,True,0.2889709174633026,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,400,case2_low_confidence_agree,17,562,0.2585096596,30,2174,2026
1513,"{""choices"": ""[\""2->1->3->4\"", \""1->2->3->4\"", \""4->3->2->1\"", \""3->2->1->4\""]"", ""correct_choice"": ""B"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)A young and a kid are doing balance in a balance rope; (2)People are walking in a bridge to see a competition of men doing tricks on top of a balance rope; (3)A man is jumping and doing tricks in a balance rope above a cold river; (4)The boy is in a competition in snowy path doing tricks on a balance rope with people behind a fence watching him."", ""video_id"": ""5_order/order_2""}",5_order/order_2,Arrange the following events from the video in the correct chronological order: (1)A young and a kid are doing balance in a balance rope; (2)People are walking in a bridge to see a competition of men doing tricks on top of a balance rope; (3)A man is jumping and doing tricks in a balance rope above a cold river; (4)The boy is in a competition in snowy path doing tricks on a balance rope with people behind a fence watching him.,"[""2->1->3->4"", ""1->2->3->4"", ""4->3->2->1"", ""3->2->1->4""]",order,B,B,B,1.0,1.0,tie,prob_margin,0.5,lt,224,112,0.1762656569480896,True,True,0.1762656569480896,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1513,case2_low_confidence_agree,18,562,0.2585096596,30,2174,2026
1776,"{""choices"": ""[\""Arrest\"", \""Explosion\"", \""Arson\"", \""Shooting\""]"", ""correct_choice"": ""B"", ""question"": ""Is there any abnormality in this surveillance video? If so, what type of abnormality is it?"", ""video_id"": ""6_anomaly_reco/surveil_157""}",6_anomaly_reco/surveil_157,"Is there any abnormality in this surveillance video? If so, what type of abnormality is it?","[""Arrest"", ""Explosion"", ""Arson"", ""Shooting""]",anomaly_reco,B,A,A,0.0,0.0,tie,prob_margin,0.5,lt,224,112,0.48280951380729675,True,True,0.48280951380729675,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,,1776,case2_low_confidence_agree,19,562,0.2585096596,30,2174,2026
